timestamp,fruit_id,scan_no,nm410,nm435,nm460,nm485,nm510,nm535,nm560,nm585,nm610,nm645,nm680,nm705,nm730,nm760,nm810,nm860,nm900,nm940,label,diameter_cm,rotasi_buah,jarak_cm
2026-08-28T17:17:38.226,BOSOK_001,1,13.270913,27.977537,67.877808,0.0,20.981565,18.801203,12.874997,15.067293,18.493925,10.517442,17.224232,13.763176,36.777821,40.583858,47.838131,48.666527,21.402477,20.706106,anomali,7.0,a,3
2026-08-28T17:18:12.040,BOSOK_001,2,14.929777,26.112368,59.393078,37.472702,18.087557,17.408522,11.844997,13.058321,17.338055,13.462325,25.329754,13.763176,39.907848,43.965843,50.230038,52.142708,20.790979,21.606373,anomali,7.0,b,3
2026-08-28T17:18:47.392,BOSOK_001,3,16.588642,34.50563,77.305275,0.0,25.32258,20.890226,15.449996,18.080751,19.649796,12.200233,27.356134,17.099705,46.167904,51.575317,61.392269,62.571247,26.905972,25.207434,anomali,7.0,c,3
2026-08-28T17:19:56.925,BOSOK_001,4,11.612049,21.449446,51.851101,0.0,18.81106,16.712181,13.389997,16.071779,18.493925,12.62093,21.276993,17.099705,44.60289,47.347832,50.230038,56.777615,23.848475,23.406904,anomali,7.5,d,3
2026-08-28T17:20:23.663,BOSOK_001,5,12.441481,16.786522,61.278576,40.214607,17.364056,14.623158,13.904997,17.578508,19.649796,13.883022,25.329754,15.43144,38.342834,43.120346,55.013851,56.777615,24.459974,22.506638,anomali,7.0,e,3
2026-08-28T17:20:53.790,BOSOK_001,6,9.953185,15.853938,54.679344,0.0,16.640553,13.230476,14.934997,18.582994,18.493925,14.30372,17.224232,15.014374,35.212807,38.892864,50.230038,52.142708,22.625477,20.706106,anomali,7.5,f,3
2026-08-28T17:21:14.761,BOSOK_001,7,12.441481,25.179783,66.935059,0.0,21.705069,19.497543,14.934997,19.587481,20.805666,13.462325,27.356134,16.682638,43.037876,46.502335,57.405758,59.095066,24.459974,23.406904,anomali,8.0,g,3
2026-08-28T17:21:53.009,BOSOK_001,8,36.49501,69.94384,100.873962,0.0,31.110598,26.460953,12.359997,14.56505,20.805666,12.200233,27.356134,15.014374,47.732918,50.72982,55.013851,55.618889,25.071474,27.908232,anomali,7.5,h,3
2026-08-28T17:25:36.579,BOSOK_002,9,16.588642,43.831474,86.73275,55.752068,28.940092,26.460953,19.054995,22.098696,26.585018,16.827906,34.448463,20.019165,50.080437,50.72982,59.000362,55.618889,26.294474,25.207434,anomali,8.0,a,3
2026-08-28T17:25:53.852,BOSOK_002,10,44.789333,87.662949,118.786156,0.0,38.345619,32.031681,14.419996,17.578508,25.429148,15.565813,35.461655,18.350903,56.340492,56.6483,61.392269,60.253796,25.682974,27.007965,anomali,8.0,b,3
2026-08-28T17:26:53.412,BOSOK_002,11,24.882961,59.685413,91.446487,0.0,31.834101,29.246317,15.964996,18.080751,28.896757,14.724418,28.369324,17.933836,55.557983,54.957306,59.797665,56.777615,25.071474,26.1077,anomali,8.0,c,3
2026-08-28T17:27:15.689,BOSOK_002,12,155.933228,185.584335,190.434952,0.0,61.497692,43.869473,17.509996,22.098696,39.299591,19.772791,41.540794,22.938627,88.423271,76.940231,72.554497,62.571247,34.243965,56.716728,anomali,8.0,d,3
2026-08-28T17:27:28.848,BOSOK_002,13,34.006714,69.011261,95.217476,42.956512,30.387096,25.068272,15.964996,20.591967,25.429148,14.30372,31.408895,16.682638,50.862942,51.575317,53.419247,49.825253,25.071474,28.808496,anomali,8.0,e,3
2026-08-28T17:27:42.221,BOSOK_002,14,16.588642,33.573044,71.648796,0.0,25.32258,22.979248,17.509996,22.098696,27.740889,13.883022,24.316565,17.516769,46.167904,49.038826,58.20306,55.618889,23.848475,24.307169,anomali,8.0,f,3
2026-08-28T17:27:53.942,BOSOK_002,15,14.929777,39.168552,80.133522,0.0,26.769585,24.371929,15.449996,18.080751,24.273277,13.041628,25.329754,17.099705,43.037876,44.81134,52.621944,50.983978,22.625477,21.606373,anomali,8.0,g,3
2026-08-28T17:28:22.006,BOSOK_002,16,10.782617,24.2472,85.790001,58.493973,24.599077,20.890226,20.084995,26.116642,25.429148,16.827906,34.448463,21.270363,43.037876,44.81134,55.013851,53.301434,26.905972,24.307169,anomali,8.0,h,3
2026-08-28T17:30:16.308,BOSOK_003,17,25.712395,58.752831,78.248024,0.0,25.32258,20.890226,13.389997,17.076265,24.273277,12.200233,30.395704,16.682638,40.690353,43.120346,53.419247,48.666527,23.848475,25.207434,anomali,7.0,a,3
2026-08-28T17:30:44.208,BOSOK_003,18,36.49501,54.089905,72.591545,0.0,25.32258,21.586567,14.934997,27.623371,24.273277,148.506271,31.408895,17.933836,53.99297,60.875786,64.581474,61.412521,31.186468,79.223366,anomali,6.5,b,3
2026-08-28T17:31:11.755,BOSOK_003,19,26.541826,48.4944,70.706047,0.0,25.32258,20.890226,14.419996,24.10767,20.805666,84.560226,26.342943,16.265572,47.732918,49.884323,60.594967,57.93634,30.574968,57.616993,anomali,7.0,c,3
2026-08-28T17:31:42.002,BOSOK_003,20,26.541826,56.887661,81.076271,0.0,28.940092,22.979248,18.024996,25.614399,26.585018,16.407209,31.408895,17.933836,52.427956,55.802803,62.189571,61.412521,28.740471,30.609028,anomali,7.5,d,3
2026-08-28T17:31:59.716,BOSOK_003,21,16.588642,36.3708,66.935059,0.0,25.32258,20.193886,20.599995,32.143559,26.585018,21.034883,29.382515,21.270363,46.167904,48.193329,64.581474,62.571247,33.632465,32.409557,anomali,7.5,e,3
2026-08-28T17:32:43.077,BOSOK_003,22,61.377972,42.898891,65.049561,0.0,26.046082,16.015841,13.389997,42.690662,18.493925,81.194649,28.369324,12.929045,29.73526,31.28339,40.662411,40.555439,26.905972,90.926819,anomali,7.0,f,3
2026-08-28T17:33:46.369,BOSOK_003,23,52.254219,39.168552,65.049561,0.0,23.875576,15.319499,13.389997,38.170475,18.493925,66.47023,28.369324,12.511978,28.952753,31.28339,39.865108,39.396713,25.071474,73.82177,anomali,7.0,g,3
2026-08-28T17:34:04.936,BOSOK_003,24,12.441481,30.775291,51.851101,0.0,16.640553,14.623158,12.359997,17.076265,16.182184,12.200233,24.316565,12.094913,30.517767,32.128887,39.865108,38.237984,18.95648,19.805841,anomali,7.0,h,3
2026-08-28T17:35:51.065,BOSOK_004,25,11.612049,26.112368,72.591545,0.0,21.705069,18.801203,12.874997,14.062807,23.117407,12.200233,27.356134,13.34611,33.647793,34.665379,41.459713,41.714165,17.121983,16.204779,anomali,9.5,a,3
2026-08-28T17:36:13.634,BOSOK_004,26,8.294321,19.584276,73.534286,0.0,18.81106,13.926817,10.814998,12.556078,18.493925,13.041628,17.224232,11.26078,24.257711,26.210407,34.283993,33.603077,14.064486,13.503983,anomali,9.0,b,3
2026-08-28T17:36:50.226,BOSOK_004,27,7.464889,21.449446,76.362534,0.0,21.705069,17.408522,12.359997,13.560564,19.649796,12.200233,24.316565,11.677847,25.822725,25.36491,31.892088,32.444351,13.452986,11.703452,anomali,9.0,c,3
2026-08-28T17:37:08.818,BOSOK_004,28,6.635457,18.651691,79.190773,56.666035,21.705069,18.104862,12.359997,12.556078,20.805666,13.041628,23.303373,10.843715,23.475204,24.519413,30.297483,30.126898,12.229987,10.803186,anomali,9.0,d,3
2026-08-28T17:37:36.455,BOSOK_004,29,6.635457,17.719107,64.106819,49.35429,20.258064,17.408522,12.874997,13.560564,20.805666,11.358837,18.237423,12.094913,26.605232,27.901402,35.081295,34.761803,14.064486,12.603717,anomali,9.5,e,3
2026-08-28T17:38:42.981,BOSOK_004,30,7.464889,18.651691,73.534286,0.0,18.087557,13.926817,10.299997,11.551591,16.182184,10.517442,14.184662,10.843715,25.040218,25.36491,31.892088,31.285624,14.064486,12.603717,anomali,9.5,f,3
2026-08-28T17:39:21.040,BOSOK_004,31,7.464889,19.584276,59.393078,0.0,18.087557,16.712181,11.844997,12.556078,17.338055,9.255348,21.276993,10.843715,28.170246,28.746899,35.081295,35.920532,14.675985,13.503983,anomali,9.0,g,3
2026-08-28T17:40:09.043,BOSOK_004,32,7.464889,19.584276,64.106819,0.0,19.534561,16.712181,11.329997,12.053835,17.338055,9.676046,22.290184,10.843715,26.605232,27.901402,34.283993,34.761803,14.064486,12.603717,anomali,9.0,h,3
2026-08-28T17:43:31.767,BOSOK_005,33,15.75921,35.438213,67.877808,0.0,23.875576,20.193886,21.629995,28.627857,28.896757,17.248604,36.474846,23.355694,54.775478,58.339294,71.757195,69.523605,31.186468,28.808496,anomali,6.0,a,3
2026-08-28T17:43:59.412,BOSOK_005,34,95.384689,142.68544,134.812866,0.0,52.815666,41.780453,14.934997,22.098696,38.143719,23.138371,50.659508,25.441023,86.075752,82.858704,83.716728,76.475967,34.855465,38.711418,anomali,7.0,b,3
2026-08-28T17:44:53.710,BOSOK_005,35,109.485031,173.460739,164.980774,0.0,53.539169,37.602406,18.024996,23.605425,40.45546,21.876278,46.606747,24.606892,92.335808,88.777184,86.108635,78.793427,35.466965,45.013275,anomali,6.5,c,3
2026-08-28T17:45:26.982,BOSOK_005,36,88.749229,149.213531,145.18309,0.0,51.36866,38.995087,18.024996,24.10767,41.611332,20.614185,53.699078,28.360485,101.725883,101.459641,102.05468,96.174324,39.747459,48.614338,anomali,7.0,d,3
2026-08-28T17:46:04.814,BOSOK_005,37,31.518419,69.011261,82.019012,0.0,32.557602,27.853634,18.539995,24.10767,30.052628,15.565813,28.369324,20.853298,64.165558,64.257774,70.16259,66.047432,29.351971,30.609028,anomali,6.5,e,3
2026-08-28T17:46:26.549,BOSOK_005,38,36.49501,80.202271,100.873962,0.0,34.728111,27.853634,22.144995,31.641315,32.364368,18.931395,36.474846,22.938627,67.295586,70.176254,76.541008,70.682335,31.797968,33.309826,anomali,6.5,f,3
2026-08-28T17:46:43.861,BOSOK_005,39,38.983307,82.067444,93.331985,0.0,30.387096,27.853634,15.964996,19.587481,25.429148,12.200233,34.448463,18.350903,68.078094,71.021751,69.365288,66.047432,28.128971,30.609028,anomali,6.5,g,3
2026-08-28T17:47:48.060,BOSOK_005,40,48.936493,85.797783,90.503738,0.0,36.175114,28.549974,13.904997,18.582994,28.896757,15.565813,43.567177,22.938627,82.163216,83.704201,86.905937,85.745781,36.078465,38.711418,anomali,6.5,h,3
2026-08-28T17:48:53.419,BOSOK_006,41,12.441481,20.516861,66.935059,37.472702,17.364056,13.230476,14.934997,20.089724,21.961536,13.883022,23.303373,17.933836,80.598206,96.386658,90.892448,61.412521,30.574968,22.506638,anomali,7.5,a,3
2026-08-28T17:49:10.760,BOSOK_006,42,11.612049,23.314615,56.564838,0.0,20.981565,19.497543,15.449996,19.085238,25.429148,13.041628,30.395704,19.6021,47.732918,52.420815,69.365288,60.253796,25.682974,22.506638,anomali,7.5,b,3
2026-08-28T17:49:41.004,BOSOK_006,43,10.782617,19.584276,60.335827,0.0,18.81106,15.319499,15.449996,19.085238,20.805666,12.200233,25.329754,20.019165,49.297932,52.420815,75.743706,59.095066,29.963469,21.606373,anomali,8.0,c,3
2026-08-28T17:49:56.187,BOSOK_006,44,12.441481,23.314615,71.648796,0.0,26.769585,18.801203,36.049992,70.816277,50.858295,42.91116,26.342943,32.948212,60.253025,62.56678,113.216911,81.110878,44.639454,33.309826,anomali,8.5,d,3
2026-08-28T17:50:10.489,BOSOK_006,45,13.270913,23.314615,58.450333,0.0,20.981565,17.408522,18.539995,24.609913,27.740889,15.565813,29.382515,20.853298,45.385395,48.193329,70.959892,60.253796,28.128971,25.207434,anomali,7.5,e,3
2026-08-28T17:50:23.477,BOSOK_006,46,13.270913,27.977537,64.106819,42.042542,21.705069,18.104862,15.449996,20.591967,25.429148,14.724418,29.382515,18.350903,48.515423,53.266312,66.973381,61.412521,26.294474,23.406904,anomali,8.7,f,3
2026-08-28T17:50:37.683,BOSOK_006,47,14.929777,36.3708,70.706047,0.0,23.875576,20.193886,12.874997,17.076265,24.273277,14.724418,31.408895,19.6021,64.165558,73.558243,80.527519,66.047432,25.682974,22.506638,anomali,7.5,g,3
2026-08-28T17:50:55.280,BOSOK_006,48,11.612049,22.38203,58.450333,0.0,18.81106,16.015841,16.994995,23.103182,24.273277,16.827906,32.422085,24.606892,53.210464,60.875786,78.932915,72.999786,31.797968,24.307169,anomali,8.0,h,3
2026-08-28T17:51:21.059,BOSOK_007,49,12.441481,27.044952,64.106819,0.0,25.32258,22.282907,30.384993,62.780388,31.208498,36.600697,26.342943,22.521561,55.557983,60.030289,78.135612,70.682335,33.020966,29.708761,anomali,6.5,a,3
2026-08-28T17:51:35.910,BOSOK_007,50,13.270913,25.179783,69.763298,0.0,25.32258,25.068272,26.779993,35.65926,34.676109,19.772791,30.395704,26.275154,58.688011,64.257774,85.311333,75.317245,33.632465,29.708761,anomali,6.5,b,3
2026-08-28T17:51:42.990,BOSOK_007,51,12.441481,25.179783,72.591545,0.0,26.046082,24.371929,23.174994,35.157017,32.364368,24.400465,23.303373,21.687429,49.297932,50.72982,69.365288,59.095066,29.963469,27.007965,anomali,6.0,c,3
2026-08-28T17:51:54.428,BOSOK_007,52,15.75921,33.573044,81.076271,0.0,26.046082,22.979248,21.629995,28.627857,31.208498,16.827906,28.369324,19.185034,50.080437,51.575317,65.378777,55.618889,26.905972,27.908232,anomali,7.5,d,3
2026-08-28T17:52:04.675,BOSOK_007,53,27.371258,61.550583,88.618248,0.0,32.557602,28.549974,19.054995,24.10767,32.364368,15.565813,33.435276,20.019165,59.47052,59.184792,66.176079,57.93634,28.128971,27.908232,anomali,7.5,e,3
2026-08-28T17:52:29.645,BOSOK_007,54,52.254219,97.921379,115.957916,0.0,34.728111,25.764612,16.994995,20.089724,28.896757,13.041628,31.408895,18.350903,60.253025,63.412277,64.581474,56.777615,26.294474,36.910885,anomali,7.5,f,3
2026-08-28T17:53:49.394,BOSOK_007,55,22.394667,43.831474,69.763298,42.042542,26.769585,24.371929,15.964996,19.587481,25.429148,13.462325,29.382515,17.099705,52.427956,54.957306,60.594967,55.618889,25.071474,28.808496,anomali,7.5,g,3
2026-08-28T17:53:59.899,BOSOK_007,56,18.247505,41.966305,65.99231,0.0,26.046082,25.068272,19.054995,23.605425,28.896757,14.30372,25.329754,21.687429,57.122997,63.412277,76.541008,71.841064,29.351971,27.908232,anomali,7.5,h,3
2026-08-28T17:54:28.963,BOSOK_008,57,5.806025,12.1236,64.106819,0.0,16.640553,13.230476,12.359997,14.062807,19.649796,9.676046,21.276993,12.929045,28.170246,29.592396,39.865108,39.396713,15.898984,13.503983,anomali,8.5,a,3
2026-08-28T17:54:39.119,BOSOK_008,58,6.635457,13.988769,65.04009561,0.0,18.087557,13.926817,11.329997,13.058321,17.338055,9.676046,19.250612,12.929045,28.170246,30.437893,39.067806,41.714165,15.898984,14.404248,anomali,9.0,b,3
2026-08-28T17:54:59.083,BOSOK_008,59,5.806025,13.056184,60.335827,0.0,15.193548,11.837794,10.299997,11.551591,16.182184,8.413953,22.290184,11.677847,26.605232,28.746899,35.878597,38.237984,15.287484,13.503983,anomali,8.5,c,3
2026-08-28T17:55:08.516,BOSOK_008,60,6.635457,14.921353,56.56004838,43.87048,18.087557,14.623158,9.784998,11.049348,15.026314,9.255348,25.329754,10.426649,27.387739,28.746899,33.486691,35.920532,14.064486,12.603717,anomali,8.5,d,3
2026-08-28T17:55:19.853,BOSOK_008,61,5.806025,14.921353,62.221321,0.0,16.640553,15.319499,11.329997,11.551591,17.338055,8.834651,22.290184,10.843715,25.040218,26.210407,31.892088,32.444351,12.841487,11.703452,anomali,9.0,e,3
2026-08-28T17:55:29.268,BOSOK_008,62,6.635457,19.584276,42.4200363,0.0,11.576036,9.052431,10.299997,11.049348,15.026314,8.413953,13.171472,10.009583,20.345177,22.828419,30.297483,32.444351,13.452986,11.703452,anomali,9.0,f,3
