timestamp,fruit_id,scan_no,nm410,nm435,nm460,nm485,nm510,nm535,nm560,nm585,nm610,nm645,nm680,nm705,nm730,nm760,nm810,nm860,nm900,nm940,label,diameter_cm,rotasi_buah,jarak_cm
2026-08-28T17:55:38.017,BOSOK_008,63,9.123753,24.2472,45.251869,0.0,14.470046,13.230476,6.694998,8.03589,12.714574,7.572558,20.263803,7.924253,24.257711,27.055904,28.702879,31.285624,12.229987,12.603717,anomali,9.5,g,3
2026-08-28T17:55:50.765,BOSOK_008,64,7.464889,19.584276,45.25001869,0.0,13.746543,11.141454,6.694998,8.538133,11.558703,7.993256,13.171472,7.924253,24.257711,26.210407,31.094786,33.603077,12.841487,11.703452,anomali,9.0,h,3
2026-08-28T17:57:53.590,BOSOK_009,65,9.953185,22.38203,52.79385,0.0,18.81106,16.712181,15.449996,18.582994,18.493925,10.517442,21.276993,14.597308,36.777821,39.738361,53.419247,49.825253,23.236977,20.706106,anomali,9.5,a,3
2026-08-28T17:58:15.536,BOSOK_009,66,28.200691,28.910122,56.50064838,0.0,20.981565,18.104862,11.844997,14.56505,17.338055,15.986511,20.263803,11.677847,34.430302,37.20187,44.648922,41.714165,18.95648,22.506638,anomali,6.5,b,3
2026-08-28T17:58:23.580,BOSOK_009,67,13.270913,29.842707,53.736595,0.0,18.81106,17.408522,12.874997,14.062807,17.338055,8.834651,15.197852,12.094913,36.777821,39.738361,48.635433,45.190346,18.95648,18.00531,anomali,9.0,c,3
2026-08-28T17:58:32.799,BOSOK_009,68,19.90637,42.898891,64.10006819,0.0,21.705069,18.801203,11.329997,12.556078,17.338055,7.993256,15.197852,11.26078,38.342834,40.583858,47.040829,44.03162,18.34498,18.00531,anomali,8.5,d,3
2026-08-28T17:58:47.452,BOSOK_009,69,28.200691,52.224735,72.591545,0.0,23.875576,21.586567,12.359997,13.560564,19.649796,8.834651,23.303373,12.094913,42.255367,44.81134,47.838131,45.190346,19.56798,24.307169,anomali,8.5,e,3
2026-08-28T17:59:00.173,BOSOK_009,70,17.418074,37.303383,69.70063298,0.0,23.152073,20.890226,11.844997,13.058321,19.649796,10.938139,23.303373,12.929045,39.12534,41.429352,49.432735,46.349072,19.56798,19.805841,anomali,9.0,f,3
2026-08-28T17:59:15.973,BOSOK_009,71,9.953185,25.179783,56.564838,0.0,18.81106,16.712181,10.299997,10.547105,15.026314,8.413953,20.263803,10.009583,33.647793,35.510876,43.054317,40.555439,16.510483,15.304514,anomali,9.0,g,3
2026-08-28T17:59:41.304,BOSOK_009,72,9.953185,25.179783,53.73006595,0.0,19.534561,18.104862,12.874997,14.56505,16.182184,9.255348,20.263803,11.677847,34.430302,36.356373,45.446224,42.87289,18.95648,18.00531,anomali,8.0,h,3
2026-08-28T18:01:03.217,BOSOK_010,73,8.294321,19.584276,54.67009344,40.214607,16.640553,12.534136,15.964996,19.085238,24.273277,13.883022,26.342943,15.014374,29.73526,31.28339,42.257015,41.714165,18.95648,16.204779,anomali,8.0,a,3
2026-08-28T18:01:12.584,BOSOK_010,74,11.612049,15.853938,42.42363,0.0,13.746543,10.445113,13.904997,18.582994,19.649796,14.30372,18.237423,14.180243,29.73526,31.28339,40.662411,40.555439,18.95648,18.905577,anomali,9.0,b,3
2026-08-28T18:01:29.404,BOSOK_010,75,8.294321,20.516861,51.851101,0.0,15.91705,12.534136,7.209998,10.547105,16.182184,12.200233,22.290184,10.843715,25.822725,27.901402,34.283993,34.761803,15.898984,15.304514,anomali,9.5,c,3
2026-08-28T18:01:37.859,BOSOK_010,76,9.953185,27.977537,57.507584,0.0,17.364056,14.623158,9.784998,12.053835,17.338055,12.200233,22.290184,11.26078,28.170246,30.437893,37.473202,38.237984,16.510483,15.304514,anomali,9.5,d,3
2026-08-28T18:01:55.165,BOSOK_010,77,9.953185,26.112368,51.85001101,0.0,18.087557,16.015841,11.329997,12.556078,18.493925,10.096744,14.184662,10.843715,28.952753,30.437893,35.878597,35.920532,15.898984,14.404248,anomali,9.0,e,3
2026-08-28T18:02:06.332,BOSOK_010,78,12.441481,27.977537,57.507584,0.0,18.81106,17.408522,11.329997,14.56505,18.493925,18.931395,21.276993,11.26078,32.082779,32.974384,38.270504,37.079258,17.121983,18.00531,anomali,9.5,f,3
2026-08-28T18:02:15.362,BOSOK_010,79,9.123753,25.179783,67.877808,0.0,20.981565,16.712181,12.874997,14.56505,20.805666,13.462325,25.329754,12.929045,30.517767,32.128887,39.865108,40.555439,17.121983,16.204779,anomali,9.5,g,3
2026-08-28T18:02:26.960,BOSOK_010,80,7.464889,17.719107,87.675499,0.0,20.258064,15.319499,14.419996,17.578508,23.117407,14.724418,22.290184,15.014374,31.300274,32.974384,43.85162,42.87289,18.95648,16.204779,anomali,8.5,h,3
2026-08-29T14:20:19.415,BOSOK_011,81,14.100346,33.573044,54.679344,0.0,20.258064,15.319499,14.419996,18.080751,18.493925,13.883022,26.342943,15.43144,43.037876,47.347832,52.621944,52.142708,23.848475,23.406904,anomali,8.5,a,3
2026-08-29T14:21:08.719,BOSOK_011,82,14.929777,34.50563,59.393078,0.0,18.81106,16.015841,11.844997,16.071779,17.338055,10.517442,25.329754,13.763176,43.820381,49.038826,51.824642,50.983978,22.013977,21.606373,anomali,5.5,b,3
2026-08-29T14:21:59.597,BOSOK_011,83,110.314468,160.404541,167.809021,0.0,50.645161,36.209724,12.359997,17.076265,27.740889,13.883022,39.514416,17.516769,93.900818,93.850166,79.730217,75.317245,33.020966,57.616993,anomali,6.0,c,3
2026-08-29T14:22:21.008,BOSOK_011,84,137.68573,195.842758,212.118149,0.0,65.115204,31.335339,12.874997,17.578508,25.429148,14.724418,36.474846,17.516769,115.811012,99.768646,82.919426,78.793427,36.078465,101.730003,anomali,7.0,d,3
2026-08-29T14:22:45.788,BOSOK_011,85,20.735802,44.764061,69.763298,0.0,19.534561,16.015841,11.844997,14.56505,15.026314,10.517442,21.276993,12.929045,43.037876,51.575317,54.216549,52.142708,23.848475,26.1077,anomali,7.0,e,3
2026-08-29T14:23:35.693,BOSOK_011,86,12.441481,27.977537,68.820549,0.0,19.534561,18.104862,12.874997,17.076265,17.338055,9.676046,24.316565,13.763176,44.60289,49.884323,56.608456,55.618889,23.848475,22.506638,anomali,5.5,f,3
2026-08-29T14:23:55.445,BOSOK_011,87,13.270913,29.842707,70.706047,0.0,23.875576,20.193886,21.629995,34.152531,21.961536,18.09,26.342943,20.019165,52.427956,56.6483,66.176079,64.888702,30.574968,27.908232,anomali,6.0,g,3
2026-08-29T14:24:15.540,BOSOK_011,88,16.588642,40.101135,74.477036,0.0,26.769585,23.675589,17.509996,23.103182,24.273277,15.986511,24.316565,20.436232,59.47052,61.721283,67.770683,64.888702,29.963469,28.808496,anomali,7.0,h,3
2026-08-29T14:25:47.134,BOSOK_012,89,43.9599,81.134857,92.389236,0.0,31.110598,25.764612,14.419996,18.582994,21.961536,11.779534,31.408895,18.350903,81.380707,87.931686,89.297844,82.2696,35.466965,36.01062,anomali,7.0,a,3
2026-08-29T14:26:27.313,BOSOK_012,90,73.819458,124.966331,143.297592,0.0,38.345619,27.853634,14.419996,19.587481,23.117407,12.62093,27.356134,18.767967,95.465836,99.768646,90.892448,81.110878,36.68996,48.614338,anomali,6.0,b,3
2026-08-29T14:27:20.659,BOSOK_012,91,90.408096,148.280945,173.4655,0.0,42.686634,27.157293,13.389997,18.080751,23.117407,12.62093,33.435276,19.185034,95.465836,98.077652,92.487053,79.952148,36.078465,56.716728,anomali,5.5,c,3
2026-08-29T14:27:56.906,BOSOK_012,92,48.107059,83.000031,100.873962,0.0,30.387096,22.979248,13.904997,18.080751,21.961536,11.358837,30.395704,17.099705,78.250679,82.013206,82.122124,72.999786,32.409466,39.611683,anomali,6.0,d,3
2026-08-29T14:28:16.445,BOSOK_012,93,47.27763,88.595535,116.900665,34.730797,29.663593,22.282907,13.904997,17.578508,21.961536,10.938139,31.408895,17.933836,68.078094,72.712746,75.743706,66.047432,28.740471,29.708761,anomali,6.0,e,3
2026-08-29T14:28:36.215,BOSOK_012,94,38.983307,78.337105,111.244179,0.0,29.663593,23.675589,15.964996,21.596453,24.273277,12.62093,28.369324,20.436232,75.90316,77.785728,78.932915,66.047432,31.797968,36.01062,anomali,6.0,f,3
2026-08-29T14:29:01.231,BOSOK_012,95,34.836147,63.415752,87.675499,0.0,26.769585,20.890226,15.964996,20.089724,25.429148,13.041628,32.422085,19.185034,69.643105,75.249237,78.135612,66.047432,29.351971,36.01062,anomali,5.5,g,3
2026-08-29T14:29:17.152,BOSOK_012,96,14.100346,29.842707,54.679344,34.730797,21.705069,16.712181,22.144995,42.690662,24.273277,22.296976,26.342943,20.019165,55.557983,61.721283,79.730217,64.888702,29.963469,26.1077,anomali,6.0,h,3
2026-08-29T14:30:14.866,BOSOK_013,97,14.100346,30.775291,74.477036,0.0,22.42857,16.712181,18.024996,24.10767,24.273277,15.565813,32.422085,21.687429,53.210464,60.030289,82.919426,63.729973,27.517471,25.207434,anomali,6.5,a,3
2026-08-29T14:30:39.424,BOSOK_013,98,25.712395,52.224735,86.73275,0.0,28.216589,22.282907,19.569996,28.627857,30.052628,17.248604,34.448463,25.023956,66.513077,72.712746,89.297844,70.682335,30.574968,27.007965,anomali,6.5,b,3
2026-08-29T14:31:01.645,BOSOK_013,99,53.083652,83.93261,105.5877,0.0,34.728111,25.764612,20.084995,27.121128,32.364368,18.510696,39.514416,24.606892,77.468178,83.704201,90.892448,78.793427,34.855465,42.312481,anomali,7.0,c,3
2026-08-29T14:31:23.705,BOSOK_013,100,18.247505,39.168552,79.190773,0.0,25.32258,20.193886,20.084995,34.152531,25.429148,25.241859,31.408895,21.687429,57.122997,64.257774,83.716728,70.682335,30.574968,27.908232,anomali,6.0,d,3
2026-08-29T14:31:42.105,BOSOK_013,101,29.030123,41.966305,65.99231,0.0,25.32258,17.408522,22.144995,38.672718,24.273277,26.503952,30.395704,20.853298,59.47052,69.330757,87.703239,72.999786,33.632465,45.013275,anomali,6.5,e,3
2026-08-29T14:31:59.482,BOSOK_013,102,23.224098,49.426983,83.90451,0.0,28.216589,22.979248,19.569996,34.654774,26.585018,19.352093,26.342943,21.687429,65.730576,73.558243,86.108635,72.999786,32.409466,29.708761,anomali,7.0,f,3
2026-08-29T14:32:20.005,BOSOK_013,103,53.913086,89.528122,114.072426,0.0,35.451611,26.460953,19.054995,26.618885,28.896757,18.09,36.474846,22.938627,74.33815,79.476723,86.108635,75.317245,34.243965,36.910885,anomali,6.5,g,3
2026-08-29T14:32:40.407,BOSOK_013,104,14.100346,31.707876,64.106819,0.0,23.875576,19.497543,19.569996,27.623371,28.896757,18.09,37.488037,22.521561,61.035534,71.021751,87.703239,70.682335,29.963469,26.1077,anomali,6.5,h,3
2026-08-29T14:34:34.165,BOSOK_014,105,6.635457,16.786522,75.419785,0.0,18.81106,13.926817,15.449996,16.574022,26.585018,13.883022,21.276993,15.014374,34.430302,40.583858,60.594967,49.825253,15.898984,13.503983,anomali,8.0,a,3
2026-08-29T14:35:41.161,BOSOK_014,106,7.464889,14.921353,58.450333,0.0,17.364056,13.230476,11.329997,12.556078,18.493925,12.62093,20.263803,15.848506,36.777821,39.738361,55.013851,60.253796,17.121983,14.404248,anomali,8.0,b,3
2026-08-29T14:36:20.077,BOSOK_014,107,7.464889,15.853938,58.450333,0.0,16.640553,12.534136,10.299997,12.053835,18.493925,11.358837,27.356134,15.848506,36.777821,38.892864,47.838131,45.190346,16.510483,13.503983,anomali,8.0,c,3
2026-08-29T14:37:03.981,BOSOK_014,108,7.464889,14.921353,48.080112,0.0,16.640553,15.319499,11.844997,12.556078,19.649796,11.358837,26.342943,16.265572,39.12534,45.656837,56.608456,49.825253,18.34498,15.304514,anomali,8.5,d,3
2026-08-29T14:37:44.613,BOSOK_014,109,6.635457,12.1236,53.736595,0.0,13.023041,11.837794,12.359997,12.053835,13.870444,9.676046,22.290184,15.43144,32.865288,40.583858,62.189571,48.666527,16.510483,11.703452,anomali,8.5,e,3
