timestamp,fruit_id,scan_no,nm410,nm435,nm460,nm485,nm510,nm535,nm560,nm585,nm610,nm645,nm680,nm705,nm730,nm760,nm810,nm860,nm900,nm940,label,diameter_cm,rotasi_sensor,rotasi_buah,jarak_cm
2026-08-28T17:33:46.369,BOSOK_003,24,52.254219,39.168552,65.049561,0.0,23.875576,15.319499,13.389997,38.170475,18.493925,66.47023,28.369324,12.511978,28.952753,31.28339,39.865108,39.396713,25.071474,73.82177,,,,,
2026-08-28T17:34:04.936,BOSOK_003,25,12.441481,30.775291,51.851101,0.0,16.640553,14.623158,12.359997,17.076265,16.182184,12.200233,24.316565,12.094913,30.517767,32.128887,39.865108,38.237984,18.95648,19.805841,,,,,
2026-08-28T17:35:51.065,BOSOK_004,26,11.612049,26.112368,72.591545,0.0,21.705069,18.801203,12.874997,14.062807,23.117407,12.200233,27.356134,13.34611,33.647793,34.665379,41.459713,41.714165,17.121983,16.204779,,,,,
2026-08-28T17:36:13.634,BOSOK_004,27,8.294321,19.584276,73.534286,0.0,18.81106,13.926817,10.814998,12.556078,18.493925,13.041628,17.224232,11.26078,24.257711,26.210407,34.283993,33.603077,14.064486,13.503983,,,,,
2026-08-28T17:36:50.226,BOSOK_004,28,7.464889,21.449446,76.362534,0.0,21.705069,17.408522,12.359997,13.560564,19.649796,12.200233,24.316565,11.677847,25.822725,25.36491,31.892088,32.444351,13.452986,11.703452,,,,,
2026-08-28T17:37:08.818,BOSOK_004,29,6.635457,18.651691,79.190773,56.666035,21.705069,18.104862,12.359997,12.556078,20.805666,13.041628,23.303373,10.843715,23.475204,24.519413,30.297483,30.126898,12.229987,10.803186,,,,,
2026-08-28T17:37:36.455,BOSOK_004,30,6.635457,17.719107,64.106819,49.35429,20.258064,17.408522,12.874997,13.560564,20.805666,11.358837,18.237423,12.094913,26.605232,27.901402,35.081295,34.761803,14.064486,12.603717,,,,,
2026-08-28T17:38:42.981,BOSOK_004,31,7.464889,18.651691,73.534286,0.0,18.087557,13.926817,10.299997,11.551591,16.182184,10.517442,14.184662,10.843715,25.040218,25.36491,31.892088,31.285624,14.064486,12.603717,,,,,
2026-08-28T17:39:21.040,BOSOK_004,32,7.464889,19.584276,59.393078,0.0,18.087557,16.712181,11.844997,12.556078,17.338055,9.255348,21.276993,10.843715,28.170246,28.746899,35.081295,35.920532,14.675985,13.503983,,,,,
2026-08-28T17:40:09.043,BOSOK_004,33,7.464889,19.584276,64.106819,0.0,19.534561,16.712181,11.329997,12.053835,17.338055,9.676046,22.290184,10.843715,26.605232,27.901402,34.283993,34.761803,14.064486,12.603717,,,,,
2026-08-28T17:43:31.767,BOSOK_005,34,15.75921,35.438213,67.877808,0.0,23.875576,20.193886,21.629995,28.627857,28.896757,17.248604,36.474846,23.355694,54.775478,58.339294,71.757195,69.523605,31.186468,28.808496,,,,,
2026-08-28T17:43:59.412,BOSOK_005,35,95.384689,142.68544,134.812866,0.0,52.815666,41.780453,14.934997,22.098696,38.143719,23.138371,50.659508,25.441023,86.075752,82.858704,83.716728,76.475967,34.855465,38.711418,,,,,
2026-08-28T17:44:53.710,BOSOK_005,36,109.485031,173.460739,164.980774,0.0,53.539169,37.602406,18.024996,23.605425,40.45546,21.876278,46.606747,24.606892,92.335808,88.777184,86.108635,78.793427,35.466965,45.013275,,,,,
2026-08-28T17:45:26.982,BOSOK_005,37,88.749229,149.213531,145.18309,0.0,51.36866,38.995087,18.024996,24.10767,41.611332,20.614185,53.699078,28.360485,101.725883,101.459641,102.05468,96.174324,39.747459,48.614338,,,,,
2026-08-28T17:46:04.814,BOSOK_005,38,31.518419,69.011261,82.019012,0.0,32.557602,27.853634,18.539995,24.10767,30.052628,15.565813,28.369324,20.853298,64.165558,64.257774,70.16259,66.047432,29.351971,30.609028,,,,,
2026-08-28T17:46:26.549,BOSOK_005,39,36.49501,80.202271,100.873962,0.0,34.728111,27.853634,22.144995,31.641315,32.364368,18.931395,36.474846,22.938627,67.295586,70.176254,76.541008,70.682335,31.797968,33.309826,,,,,
2026-08-28T17:46:43.861,BOSOK_005,40,38.983307,82.067444,93.331985,0.0,30.387096,27.853634,15.964996,19.587481,25.429148,12.200233,34.448463,18.350903,68.078094,71.021751,69.365288,66.047432,28.128971,30.609028,,,,,
2026-08-28T17:47:48.060,BOSOK_005,41,48.936493,85.797783,90.503738,0.0,36.175114,28.549974,13.904997,18.582994,28.896757,15.565813,43.567177,22.938627,82.163216,83.704201,86.905937,85.745781,36.078465,38.711418,,,,,
2026-08-28T17:48:53.419,BOSOK_006,42,12.441481,20.516861,66.935059,37.472702,17.364056,13.230476,14.934997,20.089724,21.961536,13.883022,23.303373,17.933836,80.598206,96.386658,90.892448,61.412521,30.574968,22.506638,,,,,
2026-08-28T17:49:10.760,BOSOK_006,43,11.612049,23.314615,56.564838,0.0,20.981565,19.497543,15.449996,19.085238,25.429148,13.041628,30.395704,19.6021,47.732918,52.420815,69.365288,60.253796,25.682974,22.506638,,,,,
2026-08-28T17:49:41.004,BOSOK_006,44,10.782617,19.584276,60.335827,0.0,18.81106,15.319499,15.449996,19.085238,20.805666,12.200233,25.329754,20.019165,49.297932,52.420815,75.743706,59.095066,29.963469,21.606373,,,,,
2026-08-28T17:49:56.187,BOSOK_006,45,12.441481,23.314615,71.648796,0.0,26.769585,18.801203,36.049992,70.816277,50.858295,42.91116,26.342943,32.948212,60.253025,62.56678,113.216911,81.110878,44.639454,33.309826,,,,,
2026-08-28T17:50:10.489,BOSOK_006,46,13.270913,23.314615,58.450333,0.0,20.981565,17.408522,18.539995,24.609913,27.740889,15.565813,29.382515,20.853298,45.385395,48.193329,70.959892,60.253796,28.128971,25.207434,,,,,
2026-08-28T17:50:23.477,BOSOK_006,47,13.270913,27.977537,64.106819,42.042542,21.705069,18.104862,15.449996,20.591967,25.429148,14.724418,29.382515,18.350903,48.515423,53.266312,66.973381,61.412521,26.294474,23.406904,,,,,
2026-08-28T17:50:37.683,BOSOK_006,48,14.929777,36.3708,70.706047,0.0,23.875576,20.193886,12.874997,17.076265,24.273277,14.724418,31.408895,19.6021,64.165558,73.558243,80.527519,66.047432,25.682974,22.506638,,,,,
2026-08-28T17:50:55.280,BOSOK_006,49,11.612049,22.38203,58.450333,0.0,18.81106,16.015841,16.994995,23.103182,24.273277,16.827906,32.422085,24.606892,53.210464,60.875786,78.932915,72.999786,31.797968,24.307169,,,,,
2026-08-28T17:51:21.059,BOSOK_007,50,12.441481,27.044952,64.106819,0.0,25.32258,22.282907,30.384993,62.780388,31.208498,36.600697,26.342943,22.521561,55.557983,60.030289,78.135612,70.682335,33.020966,29.708761,,,,,
2026-08-28T17:51:35.910,BOSOK_007,51,13.270913,25.179783,69.763298,0.0,25.32258,25.068272,26.779993,35.65926,34.676109,19.772791,30.395704,26.275154,58.688011,64.257774,85.311333,75.317245,33.632465,29.708761,,,,,
